city_name	id	he	en	ru	ar	es	area	countdown	lat	lng
משגב עם	1661	משגב עם	Misgav Am	Мисгав Ам	مسجاف عام	Misgav Am	6	0	33.2476	35.5485
משהד	1248	משהד	Mashhad	Машхад	المشهد	Mashhad	34	60	32.7389	35.3225
משואה	799	משואה	Masua	Масуа	مسوأه	Masua	29	90	32.1124	35.4914
משואות יצחק	365	משואות יצחק	Masuot Itzhak	Масуот Ицхак	مسوؤت يتسحاق	Masuot Itzhak	7	45	31.7026	34.69
משכיות	933	משכיות	Maskiot	Маскиот	مشخيوت	Maskiot	29	90	32.3179	35.5028
משמר איילון	580	משמר איילון	Mishmar Ayalon	Мишмар Аялон	مشمار أيلون	Mishmar Ayalon	23	90	31.8725	34.9433
משמר דוד	524	משמר דוד	Mishmar David	Мишмар Давид	مشمار دافيد	Mishmar David	23	90	31.8236	34.9007
משמר הירדן	1539	משמר הירדן	Mishmar HaYarden	Мишмар ха-Ярден	مشمار هيردن	Mishmar HaYarden	1	30	33.0035	35.5983
משמר הנגב	184	משמר הנגב	Mishmar HaNegev	Мишмар ха-Негев	مشمار هنيجف	Mishmar HaNegev	24	45	31.3648	34.718
משמר העמק	1116	משמר העמק	Mishmar HaEmek	Мишмар ха-Эмек	مشمار هعيمك	Mishmar HaEmek	15	90	32.6101	35.1427
משמר השבעה	702	משמר השבעה	Mishmar HaShiva	Мишмар ха-Шива	مشمار هشبفعاه	Mishmar HaShiva	23	90	32.0109	34.8223
משמר השרון	952	משמר השרון	Mishmar HaSharon	Мишмар ха-Шарон	مشمار هشرون	Mishmar HaSharon	9	90	32.3563	34.9043
משמרות	1030	משמרות	Mishmarot	Мишмарот	مشمورت	Mishmarot	5	90	32.4865	34.9839
משמרת	874	משמרת	Mishmeret	Мишмерет	مشمورت	Mishmeret	9	90	32.2276	34.9221
משען	321	משען	Mishan	Мишан	مشعان	Mishan	21	30	31.6569	34.6216
מתחם בני דרום	1714	מתחם בני דרום	Bnei Darom Compound	Участок Бней Дрор	مجمع بني دروم	Compuesto Bnei Darom	7	60	31.8233	34.6994
מתחם פי גלילות	1751	מתחם פי גלילות	Gelilot - Pi Compound	Участок Пи а Глилот	مجمع في جليلوت 	Gelilot - Pi Compound	18	90	32.1384	34.8045
מתחם צומת שוקת	165	מתחם צומת שוקת	Shoket Junction Center	Центр Перекресток Шокет	منطقة مفرق شوكات	Centro de Union Shoket	24	90	31.3095	34.8982
מתן	830	מתן	Matan	Матан	متان	Matan	9	90	32.1594	34.9732
מתת	1558	מתת	Matat	Матат	متات	Matat	6	0	33.0417	35.3567
מתתיהו	1821	מתתיהו	Matityahu	Матитьягу	ماتحياهو	Matityahu	20	90	31.9297	35.035
נאות גולן	1324	נאות גולן	Neot Golan	Неот Голан	نؤوت جولان	Neot Golan	10	15	32.787	35.6932
נאות הכיכר	1772	נאות הכיכר	Neot HaKikar	Неот ха-Кикар	نؤوت هكيكار	Neot HaKikar	12	90	30.9334	35.3781
נאות מרדכי	1626	נאות מרדכי	Neot Mordechai	Неот Мордехай	نؤوت مردخاي	Neot Mordejai	6	0	33.1598	35.5956
נאות סמדר	27	נאות סמדר	Neot Smadar	Неот Смадар	نؤوت سمدار	Neot Smadar	27	90	30.0491	35.0281
נעורה	1121	נעורה	Na'ura	Наура	الناعورة	Na'ura	34	60	32.6082	35.3937
נבטים	125	נבטים	Nevatim	Неватим	نفاتيم	Nevatim	24	90	31.2198	34.8825
נבי סמואל	548	נבי סמואל	Nebi Samuel	Неби Самуэль	نفي سموئيل	Nebi Samuel	32	90	31.8329	35.1811
נגבה	334	נגבה	Negba	Негба	نجبا	Negba	7	30	31.6625	34.6796
נגוהות	246	נגוהות	Negohot	Негохот	نجوهوت	Negohot	14	60	31.4931	34.9833
נהורה	309	נהורה	Nehora	Неора	نهورا	Nehora	7	30	31.6213	34.7045
נהלל	1174	נהלל	Nahalal	Нахалаль	نهلال	Nahalal	34	60	32.6908	35.1961
נהריה	1499	נהריה	Nahariya	Нагария	نهاريا	Nahariya	6	15	33.0085	35.0981
נוב	1364	נוב	Nov	Нов	نوف	Nov	10	0	32.8329	35.7836
נוגה	308	נוגה	Noga	Нога	نوجه	Noga	7	30	31.6257	34.6953
נווה	99	נווה	Naveh	Наве	نافيه	Naveh	13	30	31.1622	34.3298
נווה אור	1108	נווה אור	Neveh Or	Неве Ор	نافيه أور	Neveh Or	25	60	32.589	35.5545
נווה אטי''ב	1668	נווה אטיב	Neveh Ativ	Неве Атив	نافيه أطيب	Neveh Ativ	28	0	33.26202	35.740574
נווה אילן	507	נווה אילן	Neveh Ilan	Неве Илан	نافيه إيلان	Neveh Ilan	3	90	31.8076	35.0809
נוה איתן	1051	נוה איתן	Neve Eitan	Неве Ейтан	نافة أيتان	Neve Eitan	25	60	32.4917	35.5322
נווה דניאל	361	נווה דניאל	Neveh Daniel	Неве Даниэль	نافيه دانيئيل	Neveh Daniel	14	90	31.6763	35.1433
נווה זוהר	104	נווה זוהר	Neveh Zohar	Неве Зохар	نافيه زوهر	Neveh Zohar	12	90	31.1521	35.3648
נווה זיו	1546	נווה זיו	Neveh Ziv	Неве Зив	نافيه زيف	Neveh Ziv	6	0	33.0274	35.1843
נווה חריף	26	נווה חריף	Neveh Harif	Неве Хариф	نافيه حريف	Neveh Jarif	27	90	30.0398	35.0365
נווה ים	1169	נווה ים	Neveh Yam	Неве Ям	نافيه يام	Neveh Yam	22	60	32.6798	34.9319
נווה ימין	843	נווה ימין	Neveh Yamin	Неве Ямин	نافيه يمين	Neveh Yamin	9	90	32.1717	34.9394
נווה ירק	813	נווה ירק	Neveh Yarak	Неве Ярак	نافيه ييرك	Neveh Yarak	9	90	32.1327	34.9255
נווה מבטח	481	נווה מבטח	Neveh Mivtach	Неве Мивтах	نافيه مبطاح	Neveh Mivtaj	7	60	31.8068	34.7412
נווה מיכאל - רוגלית	355	נווה מיכאל - רוגלית	Neveh Michael (Rogalit)	Неве Михаэль (Рогалит)	نافيه مبيخائيل (روجليت)	Neve Mijael (Rogalit)	3	90	31.6728	35.0037
נווה שלום	525	נווה שלום	Neveh Shalom	Неве Шалом	نافيه شالوم	Neveh Shalom	3	90	31.8174	34.9783
נועם	274	נועם	Noam	Ноам	نوعام	Noam	7	45	31.5686	34.7882
נוף איילון	581	נוף איילון	Noff Ayalon	Ноф Аялон	نوف أيالون	Noff Ayalon	20	90	31.8712	34.9913
נופי נחמיה	796	נופי נחמיה	Nofei Nehemiah	Нофей Нехемия	نوفيه نحاميه	Nofei NeJemiah	11	90	32.0982	35.2359
נופי פרת	539	נופי פרת	Nofei Prat	Нофей Порат	نوفي فرت	Nofei Prat	14	90	31.8235	35.3199
נופים	832	נופים	Nofim	Нофим	نوفيم	Nofim	11	90	32.1555	35.0998
נופית	1273	נופית	Nofit	Нофит	نوفيت	Nofit	34	60	32.7634	35.1483
נופך	733	נופך	Nofech	Нофех	نوفخ	Nofej	20	90	32.0437	34.9203
נוקדים	331	נוקדים	Nokdim	Нокдим	نوكديم	Nokdim	14	90	31.6458	35.2504
נורדיה	921	נורדיה	Nordia	Нордия	نورديه	Nordia	9	90	32.3147	34.8968
נורית	1078	נורית	Nurit	Нурит	نوريت	Nurit	34	60	32.5432	35.3558
נחושה	316	נחושה	Nehusha	Нехуша	نحوشا	Nehusha	3	60	31.6288	34.9527
נחל עוז	234	נחל עוז	Nachal Oz	Нахаль Оз	ناحل عوز	Najal Oz	13	15	31.4727	34.4977
נחלה	337	נחלה	Nachla	Нахла	نحالا	Najla	7	45	31.66	34.7928
נחליאל	1856	נחליאל	Nachliel	Нахлиэль	ناحليئل	Najliel	11	90	31.9735	35.1404
נחלים	738	נחלים	Nechalim	Нехалим	نحليم	Nejalim	20	90	32.0586	34.9136
נחם	442	נחם	Naham	Нахам	نوحم	Najam	3	90	31.7665	35.0036
נחף	1443	נחף	Nachaf	Нахаф	نحف	Najaf	1	30	32.9347	35.3165
נחשולים	1114	נחשולים	Nachsholim	Нахшолим	نحشوليم	Najsholim	22	60	32.6131	34.9222
נחשון	537	נחשון	Nachshon	Нахшон	نحشون	Najshon	3	90	31.8316	34.956
נחשונים	748	נחשונים	Nachshonim	Нахшоним	نحشونيم	Najshonim	20	90	32.0632	34.947
נטועה	1585	נטועה	Netua	Нетуа	نتوعاه	Netua	6	0	33.0654	35.3234
נטור	1383	נטור	Natur	Натур	ناطور	Natur	10	0	32.8541	35.7526
נטע	242	נטע	Neta	Нета	نيطع	Neta	14	60	31.4761	34.9268
נטעים	1818	נטעים	Neta'im	Нетаим	نتاعيم	Neta'im	23	90	31.9457	34.7751
נטף	546	נטף	Nataf	Натаф	نطاف	Nataf	3	90	31.8313	35.0696
ניל''י	1845	נילי	Nili	Нили	نيلي	Nili	11	90	31.963415	35.04727
נין	1140	נין	Nin	Нин	نين	Nin	34	60	32.631	35.3494
ניצן	404	ניצן	Nitzan	Ницан	نيتسان	Nitzan	21	45	31.7375	34.6308
ניצנה	55	ניצנה	Nitzana	Ницана	نيتسانه	Nitzana	2	60	30.886	34.4226
ניצני עוז	919	ניצני עוז	Nitzanei Oz	Ницаней Оз	نيتسني عوز	Nitzanei Oz	9	90	32.3061	35.0033
ניצנים	376	ניצנים	Nitzanim	Ницарим	نيتسانيم	Nitzanim	21	30	31.7178	34.6346
ניר אליהו	859	ניר אליהו	Nir Eliyahu	Нир Элиягу	نير الياهو	Nir Eliyahu	9	90	32.1976	34.9494
ניר בנים	346	ניר בנים	Nir Banim	Нир Баним	نير بنيم	Nir Banim	7	45	31.6712	34.755
ניר גלים	517	ניר גלים	Nir Galim	Нир Галим	نير جليم	Nir Galim	7	45	31.8255	34.6825
ניר דוד	1055	ניר דוד	Nir David	Нир Давид	نير دافيد	Nir David	25	60	32.5041	35.4576
ניר ח''ן	292	ניר חן	Nir Chen	Нир Хен	نير حين	Nir Jen	7	30	31.608906	34.714282
ניר יצחק	134	ניר יצחק	Nir Itzhak	Нир Ицхак	نير يتسحاك	Nir Itzjak	13	15	31.236	34.3567
ניר ישראל	357	ניר ישראל	Nir Israel	Нир Исраэль	نير اسرائيل	Nir Israel	21	30	31.6922	34.6381
ניר משה	241	ניר משה	Nir Moshe	Нир Моше	نير موشيه	Nir Moshe	17	30	31.4775	34.6301
ניר עוז	159	ניר עוז	Nir Oz	Нир Оз	نير عوز	Nir Oz	13	15	31.3097	34.4021
ניר עציון	1192	ניר עציון	Nir Etzion	Нир Эцион	نير عتسيون	Nir Etzion	22	60	32.6991	34.9925
ניר עקיבא	236	ניר עקיבא	Nir Akiva	Нир Акива	نير عكيفا	Nir Akiva	17	30	31.4699	34.6462
ניר צבי	1829	ניר צבי	Nir Zvi	Нир Цви	نير تسفي	Nir Zvi	23	90	31.9544	34.8615
נירים	171	נירים	Nirim	Нирим	نيريم	Nirim	13	15	31.3357	34.3941
נירית	823	נירית	Nirit	Нирит	نيريت	Nirit	9	90	32.1462	34.9848
נמרוד	1664	נמרוד	Nimrod	Нимрод	نمرود	Nimrod	28	0	33.2453	35.7516
נס הרים	423	נס הרים	Ness Harim	Нес Харим	نس هاريم	Ness Harim	3	90	31.7442	35.0594
נס עמים	1480	נס עמים	Ness Amim	Нес Амос	نس عاميم	Ness Amim	1	30	32.9655	35.1216
נס ציונה	1795	נס ציונה	Ness Ziona	Нес Циона	نس تسيونا	Ness Ziona	23	90	31.9321	34.8013
נעורים	957	נעורים	Neurim	Неурим	نعوريم	Neurim	9	90	32.3713	34.8614
נעלה	1846	נעלה	Na'aleh	Наале	نعلاه	Na'aleh	11	90	31.9626	35.066
נעמה	1805	נעמה	Na'ama	Наама	نعماه	Na'ama	29	90	31.9076	35.4662
נען	590	נען	Na'an	Наан	ناعن	Na'an	23	90	31.8832	34.8592
נערן	1858	נערן	Niran	Ниран	نعران	Niran	29	90	31.9682	35.4539
נצר חזני	523	נצר חזני	Netzer Hazani	Нецер Хазани	نيتسر حزاني	Netzer Jazani	23	90	31.8214	34.8626
נצר סרני	1796	נצר סרני	Netzer Sireni	Нецер Сирени	نيتسر سراني	Netzer Sireni	23	90	31.9228	34.8212
נצרת	1177	נצרת	Nazareth	Нацерет	الناصرة	Nazareth	34	60	32.6996	35.3035
נוף הגליל	1186	נוף הגליל	Nof HaGalil	Ноф Хагалиль	نوف هجليل	Nof HaGalil	34	60	32.71	35.3227
נריה	1835	נריה	Neria	Нерия	نريا	Neria	11	90	31.954293	35.127604
נשר	1271	נשר	Nesher	Нешер	نيشر	Nesher	19	60	32.7649	35.0492
נתיב הגדוד	700	נתיב הגדוד	Netiv HaGdud	Нетив ха-Гдуд	نتيف هجدود	Netiv HaGdud	29	90	31.9894	35.4433
נתיב הל''ה	370	נתיב הלה	Netiv HaLamed-Heh	Нетив ха-Ламед-Хей	نتيف هيلا	Netiv HaLamed-Heh	3	90	31.687184	34.982523
נתיב העשרה	272	נתיב העשרה	Netiv HaAssara	Нетив ха-Асара	نتيف هعسراه	Netiv HaAssara	13	15	31.5724	34.5393
נתיב השיירה	1501	נתיב השיירה	Netiv HaShayara	Нетив ха-Шаяра	نتيف هشيرا	Netiv HaShayara	1	30	32.9912	35.1307
נתיבות	206	נתיבות	Netivot	Нетивот	نتيفو	Netivot	17	30	31.4232	34.5953
נתניה - מזרח	913	נתניה - מזרח	Netanya - East	Нетания - восток	نتانيا - شرق	Netanya - Este	9	90	32.3001	34.8727
נתניה - מערב	920	נתניה - מערב	Netanya - West	Нетания - запад	نتانيا- غرب	Netanya - Oeste	9	90	32.3095	34.8542
סאג'ור	1451	סאגור	Sajur	Саджур	ساجور	Sajur	1	30	32.9431	35.3436
סאסא	1548	סאסא	Sassa	Саса	سعسع	Sassa	6	0	33.0287	35.3946
סביון	726	סביון	Savyon	Савьон	سفيون	Savyon	18	90	32.0456	34.8766
סגולה	347	סגולה	Sgula	Сгула	سجولا	Sgula	7	45	31.6695	34.7784
סואעד חמירה	1284	סואעד חמירה	Sawad Humeria	Сауад Хумейра	سواعد حميرة	Sawad Jumeria	34	60	32.7669	35.1682
סולם	1120	סולם	Sulam	Сулам	سولم	Sulam	34	60	32.6056	35.3343
סוסיא	205	סוסיא	Susya	Сусия	سوسيا	Susya	14	90	31.3866	35.1204
סופה	133	סופה	Sufa	Суфа	سوفه	Sufa	13	15	31.2383	34.342
סינמה סיטי גלילות	1927	סינמה סיטי גלילות	Cinema City Glilot	Синема-Сити Глилот	سيناما سيتي جليلوت	Cinema City Glilot	18	90	32.1473	34.8063
סכנין	1380	סכנין	Sakhnin	Сахнин	سخنين	Sajnin	16	60	32.8642	35.2945
סלמה	1401	סלמה	Salama	Салама	سلامه	Salama	16	60	32.8932	35.3705
סלעית	882	סלעית	Salit	Салит	سلعيت	Salit	9	90	32.2426	35.0513
סמר	16	סמר	Samar	Самар	سمر	Samar	27	90	29.834	35.0222
סנדלה	1068	סנדלה	Sandala	Сандала	صندله	Sandala	34	60	32.5224	35.3244
סנסנה	192	סנסנה	Sansana	Сансана	سنسنه	Sansana	24	60	31.3618	34.901
סעד	235	סעד	Sa'ad	Саад	سعد	Sa'ad	13	15	31.4702	34.5344
סעייה-מולדה	137	סעייה-מולדה והפזורה	Sawwa-Mulada	Сауа Мулада	سعوة - مولادة	Sawwa-Mulada	2	90	31.251	34.9528
סער	1544	סער	Sa'ar	Саар	ساعر	Sa'ar	6	0	33.0287	35.1092
ספיר	39	ספיר	Sapir	Сапир	سفير	Sapir	27	90	30.6139	35.1845
ספסופה - כפר חושן	1537	ספסופה - כפר חושן	Safsufa (Kfar Hoshen)	Сафсуфа (кфар Хошен)	صفصوفة - كفار حوشن	Safsufa (Kfar joshen)	1	30	33.0131	35.4402
סתריה	591	סתריה	Sitria	Ситрия	ستاريه	Sitria	23	90	31.8899	34.8421
עבדון	1564	עבדון	Avdon	Авдон	عبدون	Avdon	6	0	33.0488	35.1791
עבדת	48	עבדת	Ovdat	Овдат	عبدات	Ovdat	2	90	30.7923	34.7687
עברון	1500	עברון	Evron	Эврон	عبرون	Evron	6	15	32.9911	35.1
ע'ג'ר	1667	עגר	Ghajar	Ражар	غجر	Ghajar	6	0	33.2728	35.6242
עגור	369	עגור	Agur	Агур	عاجور	Agur	3	60	31.6975	34.912
עדי	1295	עדי	Adi	Ади	عدي	Adi	34	60	32.7824	35.1734
עדי עד	1724	עדי עד	Adei Ad	Адей Ад	عدي عد	Adei Ad	11	90	32.0398	35.3352
עדנים	812	עדנים	Adanim	Аданим	عدانيم	Adanim	9	90	32.1388	34.9091
עוזה	283	עוזה	Uzza	Уза	عوزة	Uzza	7	30	31.593	34.7645
עוזייר	1311	עוזייר	Uzeir	Узиер	العزير	Uzeir	16	60	32.7906	35.3269
עולש	931	עולש	Olesh	Олеш	عولش	Olesh	9	90	32.332	34.9853
עומר	147	עומר	Omer	Омер	عومر	Omer	24	60	31.2643	34.8499
עופר	1123	עופר	Ofer	Офер	عوفر	Ofer	22	60	32.6219	34.9835
עופרים	714	עופרים	Ofarim	Офарим	عوفريم	Ofarim	11	90	32.0186	35.0446
עוצם	312	עוצם	Otzem	Оцем	عوتسم	Otzem	7	30	31.6377	34.7051
עזוז	47	עזוז	Azuz	Азуз	عزوز	Azuz	2	90	30.7922	34.4724
עזר	405	עזר	Ezer	Эзер	عازر	Ezer	7	45	31.7362	34.6714
עזריאל	895	עזריאל	Azriel	Азриэль	عزريئيل	Azriel	9	90	32.2628	34.9711
עזריה	592	עזריה	Azaria	Азария	عازاريه	Azaria	23	90	31.8905	34.9119
עזריקם	417	עזריקם	Azrikam	Азрикам	عزريكم	Azrikam	7	45	31.7517	34.6948
עטרת	706	עטרת	Atteret	Атерет	عطرت	Atteret	11	90	32.0012	35.177
עידן	50	עידן	Idan	Идан	عيدان	Idan	27	90	30.8063	35.2999
עיינות	1793	עיינות	Ayanot	Аянот	عينوت	Ayanot	23	90	31.9158	34.7681
עילבון	1356	עילבון	Eilabun	Эйлабун	عيلبون	Eilabun	16	60	32.8379	35.4
עילוט	1218	עילוט	Ilut	Илут	عيلوط	Ilut	34	60	32.7173	35.2615
עין איילה	1129	עין איילה	Ein Ayala	Эйн Аяла	عين أييلا	Ein Ayala	22	60	32.63	34.9443
עין אל אסד	1453	עין אל אסד	Ein al-Asad	Эйн аль Асад	عين الأسد	Ein al-Asad	1	30	32.9408	35.401
עין אל-סהלה	1041	עין אל-סהלה	Ein as-Sahla	Эйн Ас-Сахла	عين السهلة	Ein as-Sahla	15	90	32.4915	35.1175
עין בוקק	119	עין בוקק	Ein Bokek	Эйн Бокек	عين بوكك	Ein Bokek	12	90	31.2002	35.3625
עין גב	1299	עין גב	Ein Gev	Эйн Гев	عين جيف	Ein Gev	10	15	32.7834	35.6401
עין גדי	233	עין גדי	Ein Gedi	Эйн Геди	عين جدي	Ein Gedi	12	90	31.4512	35.3836
עין דור	1160	עין דור	Ein Dor	Эйн Дор	عين دور	Ein Dor	34	60	32.6555	35.4164
עין הבשור	151	עין הבשור	Ein HaBsor	Эйн ха-Бсор	عين هبسور	Ein HaBsor	13	15	31.2809	34.4434
עין הוד	1190	עין הוד	Ein Hod	Эйн Од	عين هود	Ein Hod	22	60	32.7003	34.9827
עין החורש	969	עין החורש	Ein HaHoresh	Эйн ха-Хореш	عين هحورش	Ein HaJoresh	9	90	32.3859	34.94
עין המפרץ	1404	עין המפרץ	Ein HaMifratz	Эйн ха-Мифрац	عين همفراتس	Ein HaMifratz	1	30	32.9026	35.093
עין הנצי''ב	1027	עין הנציב	Ein HaNatziv	Эйн ха-Нацив	عين هنتسيف	Ein HaNatziv	25	60	32.47071	35.501973
עין העמק	1132	עין העמק	Ein HaEmek	Эйн ха-Эмек	عين هعيمك	Ein HaEmek	15	90	32.6297	35.0822
עין השופט	1103	עין השופט	Ein HaShofet	Эйн ха-Шофет	عين هشوفط	Ein HaShofet	15	90	32.5968	35.1004
עין השלושה	178	עין השלושה	Ein HaShlosha	Эйн ха-Шлоша	عين هشلوشا	Ein HaShlosha	13	15	31.3517	34.4035
עין ורד	893	עין ורד	Ein Vered	Эйн Веред	عين ورد	Ein Vered	9	90	32.2645	34.9307
עין זיוון	1610	עין זיוון	Ein Zivan	Эйн Зиван	عين زيفان	Ein Zivan	28	0	33.0965	35.7963
עין חוד	1182	עין חוד	Ein Chod	Эйн Ход	عين حود	Ein Jod	22	60	32.6914	34.9991
עין חצבה	49	עין חצבה	Ein Hatzeva	Эйн Хацева	عين حتسفا	Ein Hatzeva	27	90	30.7972	35.2453
עין חרוד	1093	עין חרוד	Ein Harod	Эйн Харод	عين حيروت	Ein Jarod	34	60	32.5631	35.3917
עין יהב	44	עין יהב	Ein Yahav	Эйн Яхав	عين ياهاف	Ein Yahav	27	90	30.6588	35.2397
עין יעקב	1533	עין יעקב	Ein Yacov	Эйн Яаков	عين يعقوب	Ein Yacov	6	15	33.0093	35.229
עין כמונים	1438	עין כמונים	Ein Kamonim	Эйн Камоним	عين كمونيم	Ein Kamonim	1	30	32.9194	35.4301
עין כרמל	1162	עין כרמל	Ein Carmel	Эйн Кармель	عين كرمل	Ein Carmel	22	60	32.6779	34.9537
עין מאהל	1221	עין מאהל	Ein Mahil	Эйн Махель	عين ماهل	Ein Mahil	34	60	32.7243	35.3534
עין נקובא	493	עין נקובא	Ein Naqquba	Эйн Наккуба	عين نقوبا	Ein Naqquba	3	90	31.7939	35.1197
עין עירון	1032	עין עירון	Ein Iron	Эйн Ирон	عين عيرون	Ein Iron	5	90	32.4844	35.0101
עין צורים	367	עין צורים	Ein Tzurim	Эйн Цурим	عين تسوريم	Ein Tzurim	7	45	31.6949	34.7187
עין קנייא	1654	עין קנייא	Ein Quiniyye	Эйн Киния	عين قينيا	Ein Quiniyye	28	0	33.2367	35.7313
עין ראפה	475	עין ראפה	Ein Rafa	Эйн Рафа	عين رافا	Ein Rafa	3	90	31.7906	35.1165
עין שמר	1005	עין שמר	Ein Shemer	Эйн Шемер	عين شيمر	Ein Shemer	5	90	32.4619	35.0067
עין שריד	906	עין שריד	Ein Sarid	Эйн Сарид	عين سريد	Ein Sarid	9	90	32.2749	34.9342
עין תמר	1775	עין תמר	Ein Tamar	Эйн Тамар	عين تمار	Ein Tamar	12	90	30.9436	35.3741
עינבר	1429	עינבר	Inbar	Инбар	عينبار	Inbar	16	60	32.9097	35.4237
עינת	772	עינת	Einat	Эйнат	عينات	Einat	20	90	32.0819	34.9375
עיר אובות	51	עיר אובות	Ir Ovot	Ир Овот	عير أوفوت	Ir Ovot	27	90	30.809	35.2444
עכו	1423	עכו	Acre	Акко	عكا	Acre	1	30	32.9331	35.0827
עכו - אזור תעשייה	1397	עכו - אזור תעשייה	Acco - Industrial Zone	Акко - промзона	عكا- المنطقة الصناعية	Acre - Area Industrial	1	30	32.8984	35.0863
עלומים	219	עלומים	Alumim	Алумим	علوميم	Alumim	13	15	31.453	34.5147
עלי	764	עלי	Eli	Эли	علي	Eli	11	90	32.0712	35.2669
עלי זהב	763	עלי זהב	Elei Zahav	Алей Захав	علي زاهاف	Elei Zahav	11	90	32.0722	35.0641
עלמה	1576	עלמה	Alma	Альма	علماه	Alma	6	0	33.0519	35.4996
עלמון	549	עלמון	Almon	Альмон	علمون	Almon	14	90	31.8321	35.2968
עמוקה	1528	עמוקה	Amuka	Амука	عموكاه	Amuka	1	30	32.9977	35.5248
עמיחי	1894	עמיחי	Amichai	Амихай	عمينحاي	Amichai	11	90	32.0464	35.3283
עמינדב	428	עמינדב	Aminadav	Аминадав	عمينداف	Aminadav	32	90	31.7517	35.1424
עמיעד	1445	עמיעד	Amiad	Амиад	عميعاد	Amiad	1	30	32.9304	35.5405
עמיקם	1089	עמיקם	Amikam	Амикам	عميكام	Amikam	5	90	32.5646	35.0203
עמיר	1633	עמיר	Amir	Амир	عمير	Amir	6	15	33.1777	35.6198
עמנואל	841	עמנואל	Immanuel	Имануель	عمنوئيل	Immanuel	11	90	32.1607	35.136
עמקה	1491	עמקה	Amka	Амка	عمكاه	Amka	1	30	32.9777	35.1618
ענב	912	ענב	Einav	Эйнав	عيناب	Einav	11	90	32.2836	35.1252
עספיא	1200	עספיא	Isfiya	Исфия	عسفيا	Isfiya	22	60	32.7207	35.0591
עפולה	1112	עפולה	Afula	Афула	العفولة	Afula	34	60	32.6105	35.2879
עפרה	1836	עפרה	Ofra	Офра	عوفرا	Ofra	11	90	31.9551	35.2603
עץ אפרים	800	עץ אפרים	Etz Ephraim	Эц Эфраим	عيتس افرايم	Etz Ephraim	9	90	32.1194	35.0464
עצמון - שגב	1385	עצמון - שגב	Atzmon (Segev)	Ацмон (Сегев)	عتسمون (سيجف)	Atzmon (Segev)	16	60	32.8658	35.2523
עראבה	1362	עראבה	Arraba	Араба	عرابه	Arraba	16	60	32.8537	35.3372
ערב אל עראמשה	1593	ערב אל עראמשה	Arab al-Aramshe	Араб Аль-Арамше	عرب العرامشة	Arab al-Aramshe	6	0	33.0888	35.2288
ערב אל-נעים	1408	ערב אל-נעים	Arab al Na'im	Араб эль-Наим	عرب النعيم	Arab al Na'im	16	30	32.8881	35.2901
ערד	143	ערד	Arad	Арад	عراد	Arad	2	90	31.2614	35.2149
ערוגות	396	ערוגות	Arugot	Аругот	عروجوت	Arugot	7	45	31.7328	34.7762
ערערה	1040	ערערה	Ar'ara	Арара	عرعرة	Ar'ara	15	90	32.4963	35.0973
ערערה בנגב	98	ערערה בנגב	Ar'ara BaNegev	Арара в Негеве	عرعرة النقب	Ar'ara BaNegev	2	90	31.1561	35.023
עשאהל	1880	עשאהל	Asa'el	Асаэль	عسأهيل	Asa'el	14	90	31.373	35.0435
עשרת	520	עשרת	Asseret	Асерет	عشرت	Asseret	7	60	31.8249	34.7475
עתלית	1171	עתלית	Atlit	Атлит	عتليت	Atlit	22	60	32.6909	34.9429
עתניאל	229	עתניאל	Otniel	Отниэль	عتنيئل	Otniel	14	90	31.4388	35.0282
פארן	33	פארן	Paran	Паран	فارن	Paran	27	90	30.3626	35.1551
פארק תעשיות פלמחים	1834	פארק תעשיות פלמחים	Palmachin Industrial Park	индустриальный парк Пальма	متنزه تعسيوت بلماحيم	Parque Industrial Palmajim	23	90	31.9532	34.7675
פארק תעשייה ראם	436	פארק תעשייה ראם	Re'em Industrial Park	Индустриальный парк Рам	بارك صناعة رام	Parque Industrial Re'em	7	60	31.7682	34.7552
פדואל	749	פדואל	Paduel	Падуель	بدوئيل	Paduel	11	90	32.0625	35.0526
פדויים	166	פדויים	Pduim	Пдуим	بدوئييم	Pduim	17	45	31.3263	34.6121
פדיה	561	פדיה	Pdaya	Пдая	باديا	Pdaya	23	90	31.8578	34.8838
פוריה כפר עבודה	1237	פוריה כפר עבודה	Poria - Kfar Avoda	Пория Кфар Авода	بوريا كفار عفوداه	Poria - Kfar Avoda	4	60	32.7198	35.5456
פוריה נווה עובד	1256	פוריה נווה עובד	Poria - Neve Oved	Пория Неве Овед	بوريا نافيه عوفيد	Poria - Neve Oved	4	60	32.7438	35.5381
פוריה עילית	1250	פוריה עילית	Poria Illit	Пория Илит	بوريا عيليت	Poria Illit	4	60	32.7327	35.5462
פוריידיס	1099	פוריידיס	Fureidis	Фурадис	الفريديس	Fureidis	22	60	32.5974	34.9519
פורת	901	פורת	Porat	Порат	فورات	Porat	9	90	32.2771	34.9488
פטיש	161	פטיש	Patish	Патиш	فطيش	Patish	17	30	31.3278	34.56
פלך	1440	פלך	Pelekh	Пелех	بيلخ	Pelej	1	30	32.9336	35.233
פלמחים	1817	פלמחים	Palmachim	Пальмахим	بلمحيم	Palmajim	7	90	31.9327	34.7069
פני קדם	289	פני קדם	Pnei Kedem	Пней Кедем	بني كيدم	Pnei Kedem	14	90	31.5895	35.1951
